Timestamp,Source,Destination,Protocol,Length
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,137
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,93
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,10.2.60.32,23.195.81.17,TCP,66
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,93
2026-04-28 11:19:57,23.195.81.17,10.2.60.32,TCP,66
2026-04-28 11:19:57,10.2.60.32,23.195.81.17,TCP,54
2026-04-28 11:19:57,10.2.60.32,23.195.81.17,TCP,2158
2026-04-28 11:19:57,23.195.81.17,10.2.60.32,TCP,60
2026-04-28 11:19:57,23.195.81.17,10.2.60.32,TCP,66
2026-04-28 11:19:57,142.251.210.206,10.2.60.32,TCP,593
2026-04-28 11:19:57,10.2.60.32,142.251.210.206,TCP,54
2026-04-28 11:19:57,142.251.210.206,10.2.60.32,TCP,460
2026-04-28 11:19:57,142.251.210.206,10.2.60.32,TCP,85
2026-04-28 11:19:57,142.251.210.206,10.2.60.32,TCP,93
2026-04-28 11:19:57,10.2.60.32,142.251.210.206,TCP,54
2026-04-28 11:19:57,10.2.60.32,142.251.210.206,TCP,89
2026-04-28 11:19:57,10.2.60.32,142.251.210.206,TCP,93
2026-04-28 11:19:57,23.195.81.17,10.2.60.32,TCP,318
2026-04-28 11:19:57,10.2.60.32,23.195.81.17,TCP,134
2026-04-28 11:19:57,10.2.60.32,23.195.81.17,TCP,146
2026-04-28 11:19:57,10.2.60.32,23.195.81.17,TCP,6486
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,122
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,93
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,93
2026-04-28 11:19:57,23.195.81.17,10.2.60.32,TCP,60
2026-04-28 11:19:57,23.195.81.17,10.2.60.32,TCP,60
2026-04-28 11:19:57,23.195.81.17,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,122
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,23.195.81.17,10.2.60.32,TCP,365
2026-04-28 11:19:57,142.251.210.206,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,137
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,93
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,93
2026-04-28 11:19:57,10.2.60.32,23.195.81.145,TCP,66
2026-04-28 11:19:57,23.195.81.17,10.2.60.32,TCP,115
2026-04-28 11:19:57,23.195.81.17,10.2.60.32,TCP,85
2026-04-28 11:19:57,10.2.60.32,23.195.81.17,TCP,54
2026-04-28 11:19:57,10.2.60.32,23.195.81.17,TCP,85
2026-04-28 11:19:57,23.195.81.145,10.2.60.32,TCP,66
2026-04-28 11:19:57,10.2.60.32,23.195.81.145,TCP,54
2026-04-28 11:19:57,10.2.60.32,23.195.81.145,TCP,2095
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,244
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,243
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,244
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,244
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,243
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,243
2026-04-28 11:19:57,23.195.81.145,10.2.60.32,TCP,60
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,246
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,246
2026-04-28 11:19:57,23.195.81.145,10.2.60.32,TCP,66
2026-04-28 11:19:57,23.195.81.145,10.2.60.32,TCP,318
2026-04-28 11:19:57,10.2.60.32,23.195.81.145,TCP,134
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,60
2026-04-28 11:19:57,23.195.81.145,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,138
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,93
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,93
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,138
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,23.195.81.145,10.2.60.32,TCP,357
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,137
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,93
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,137
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,93
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,10.2.60.32,13.89.179.9,TCP,66
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,122
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,243
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,243
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,122
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,93
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,93
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,243
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,243
2026-04-28 11:19:57,23.195.81.17,10.2.60.32,TCP,60
2026-04-28 11:19:57,10.2.60.32,23.195.81.145,TCP,146
2026-04-28 11:19:57,10.2.60.32,23.195.81.145,TCP,3244
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,60
2026-04-28 11:19:57,13.89.179.9,10.2.60.32,TCP,66
2026-04-28 11:19:57,10.2.60.32,13.89.179.9,TCP,54
2026-04-28 11:19:57,10.2.60.32,13.89.179.9,TCP,1950
2026-04-28 11:19:57,13.89.179.9,10.2.60.32,TCP,60
2026-04-28 11:19:57,23.195.81.145,10.2.60.32,TCP,60
2026-04-28 11:19:57,23.195.81.145,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,136
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,93
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,93
2026-04-28 11:19:57,23.195.81.145,10.2.60.32,TCP,115
2026-04-28 11:19:57,23.195.81.145,10.2.60.32,TCP,85
2026-04-28 11:19:57,10.2.60.32,23.195.81.145,TCP,54
2026-04-28 11:19:57,10.2.60.32,23.195.81.145,TCP,85
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,122
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,244
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,243
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,122
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,122
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,93
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,93
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,89
2026-04-28 11:19:57,10.2.60.32,23.195.81.202,TCP,66
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,244
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,244
2026-04-28 11:19:57,13.89.179.9,10.2.60.32,TCP,66
2026-04-28 11:19:57,13.89.179.9,10.2.60.32,TCP,153
2026-04-28 11:19:57,10.2.60.32,13.89.179.9,TCP,796
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,60
2026-04-28 11:19:57,23.195.81.202,10.2.60.32,TCP,66
2026-04-28 11:19:57,10.2.60.32,23.195.81.202,TCP,54
2026-04-28 11:19:57,10.2.60.32,23.195.81.202,TCP,2095
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,122
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,23.195.81.202,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,122
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,10.2.60.32,23.195.81.49,TCP,66
2026-04-28 11:19:57,10.2.60.32,23.195.81.49,TCP,66
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,60
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,243
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,243
2026-04-28 11:19:57,23.195.81.202,10.2.60.32,TCP,66
2026-04-28 11:19:57,23.195.81.202,10.2.60.32,TCP,318
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,60
2026-04-28 11:19:57,10.2.60.32,23.195.81.202,TCP,134
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,138
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,66
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,66
2026-04-28 11:19:57,10.2.60.32,23.195.81.49,TCP,54
2026-04-28 11:19:57,10.2.60.32,23.195.81.49,TCP,54
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,93
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,10.2.60.32,23.195.81.49,TCP,2129
2026-04-28 11:19:57,10.2.60.32,23.195.81.49,TCP,2097
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,93
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,60
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,137
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,10.2.60.32,150.171.28.10,TCP,66
2026-04-28 11:19:57,23.195.81.202,10.2.60.32,TCP,60
2026-04-28 11:19:57,23.195.81.202,10.2.60.32,TCP,357
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,66
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,66
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,318
2026-04-28 11:19:57,10.2.60.32,23.195.81.49,TCP,134
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,318
2026-04-28 11:19:57,10.2.60.32,23.195.81.49,TCP,134
2026-04-28 11:19:57,10.2.60.32,23.195.81.49,TCP,146
2026-04-28 11:19:57,10.2.60.32,23.195.81.49,TCP,5181
2026-04-28 11:19:57,10.2.60.32,23.195.81.49,TCP,146
2026-04-28 11:19:57,10.2.60.32,23.195.81.49,TCP,714
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,60
2026-04-28 11:19:57,13.89.179.9,10.2.60.32,TCP,1440
2026-04-28 11:19:57,13.89.179.9,10.2.60.32,TCP,1440
2026-04-28 11:19:57,13.89.179.9,10.2.60.32,TCP,1440
2026-04-28 11:19:57,13.89.179.9,10.2.60.32,TCP,1440
2026-04-28 11:19:57,13.89.179.9,10.2.60.32,TCP,1440
2026-04-28 11:19:57,13.89.179.9,10.2.60.32,TCP,1440
2026-04-28 11:19:57,13.89.179.9,10.2.60.32,TCP,247
2026-04-28 11:19:57,10.2.60.32,13.89.179.9,TCP,66
2026-04-28 11:19:57,10.2.60.32,13.89.179.9,TCP,54
2026-04-28 11:19:57,10.2.60.32,13.89.179.9,TCP,54
2026-04-28 11:19:57,10.2.60.32,13.89.179.9,TCP,128
2026-04-28 11:19:57,10.2.60.32,13.89.179.9,TCP,146
2026-04-28 11:19:57,10.2.60.32,13.89.179.9,TCP,5136
2026-04-28 11:19:57,10.2.60.32,13.89.179.9,TCP,2868
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,60
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,137
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,66
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,60
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,60
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,365
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,122
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,93
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,137
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,93
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,10.2.60.32,150.171.28.12,TCP,66
2026-04-28 11:19:57,150.171.28.10,10.2.60.32,TCP,66
2026-04-28 11:19:57,10.2.60.32,150.171.28.10,TCP,54
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,365
2026-04-28 11:19:57,10.2.60.32,150.171.28.10,TCP,1806
2026-04-28 11:19:57,150.171.28.10,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,122
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,553
2026-04-28 11:19:57,10.2.60.32,8.8.4.4,TCP,54
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,85
2026-04-28 11:19:57,10.2.60.32,13.107.213.38,TCP,66
2026-04-28 11:19:57,10.2.60.32,23.195.81.161,TCP,66
2026-04-28 11:19:57,10.2.60.32,18.160.102.128,TCP,66
2026-04-28 11:19:57,10.2.60.32,23.38.109.76,UDP,1292
2026-04-28 11:19:57,10.2.60.32,23.38.109.76,UDP,1292
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,115
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,85
2026-04-28 11:19:57,23.195.81.145,10.2.60.32,TCP,60
2026-04-28 11:19:57,10.2.60.32,23.195.81.49,TCP,54
2026-04-28 11:19:57,10.2.60.32,23.195.81.49,TCP,85
2026-04-28 11:19:57,23.195.81.161,10.2.60.32,TCP,66
2026-04-28 11:19:57,10.2.60.32,23.195.81.161,TCP,54
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,115
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,85
2026-04-28 11:19:57,10.2.60.32,23.195.81.161,TCP,2094
2026-04-28 11:19:57,10.2.60.32,23.195.81.49,TCP,54
2026-04-28 11:19:57,10.2.60.32,23.195.81.49,TCP,85
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,744
2026-04-28 11:19:57,23.195.81.49,10.2.60.32,TCP,85
2026-04-28 11:19:57,10.2.60.32,23.195.81.49,TCP,54
2026-04-28 11:19:57,23.195.81.161,10.2.60.32,TCP,60
2026-04-28 11:19:57,10.2.60.32,52.84.127.46,TCP,55
2026-04-28 11:19:57,23.195.81.17,10.2.60.32,TCP,1440
2026-04-28 11:19:57,23.195.81.17,10.2.60.32,TCP,1440
2026-04-28 11:19:57,23.195.81.17,10.2.60.32,TCP,1440
2026-04-28 11:19:57,23.195.81.17,10.2.60.32,TCP,1440
2026-04-28 11:19:57,23.195.81.17,10.2.60.32,TCP,1440
2026-04-28 11:19:57,23.195.81.17,10.2.60.32,TCP,1085
2026-04-28 11:19:57,23.195.81.17,10.2.60.32,TCP,95
2026-04-28 11:19:57,10.2.60.32,23.195.81.17,TCP,54
2026-04-28 11:19:57,150.171.28.12,10.2.60.32,TCP,66
2026-04-28 11:19:57,10.2.60.32,150.171.28.12,TCP,54
2026-04-28 11:19:57,10.2.60.32,150.171.28.12,TCP,1807
2026-04-28 11:19:57,23.195.81.161,10.2.60.32,TCP,66
2026-04-28 11:19:57,150.171.28.10,10.2.60.32,TCP,66
2026-04-28 11:19:57,150.171.28.10,10.2.60.32,TCP,153
2026-04-28 11:19:57,23.195.81.161,10.2.60.32,TCP,318
2026-04-28 11:19:57,150.171.28.12,10.2.60.32,TCP,60
2026-04-28 11:19:57,10.2.60.32,150.171.28.10,TCP,652
2026-04-28 11:19:57,10.2.60.32,23.195.81.161,TCP,134
2026-04-28 11:19:57,13.107.213.38,10.2.60.32,TCP,66
2026-04-28 11:19:57,10.2.60.32,13.107.213.38,TCP,54
2026-04-28 11:19:57,10.2.60.32,13.107.213.38,TCP,2172
2026-04-28 11:19:57,13.107.213.38,10.2.60.32,TCP,60
2026-04-28 11:19:57,8.8.4.4,10.2.60.32,TCP,60
2026-04-28 11:19:57,13.89.179.9,10.2.60.32,TCP,60
2026-04-28 11:19:57,23.195.81.145,10.2.60.32,TCP,1386
2026-04-28 11:19:57,13.89.179.9,10.2.60.32,TCP,157
2026-04-28 11:19:57,13.89.179.9,10.2.60.32,TCP,116
2026-04-28 11:19:57,13.89.179.9,10.2.60.32,TCP,85
2026-04-28 11:19:57,10.2.60.32,13.89.179.9,TCP,54
2026-04-28 11:19:57,13.89.179.9,10.2.60.32,TCP,60
2026-04-28 11:19:57,13.89.179.9,10.2.60.32,TCP,60
2026-04-28 11:19:57,10.2.60.32,13.89.179.9,TCP,85
2026-04-28 11:19:57,23.195.81.145,10.2.60.32,TCP,1020
2026-04-28 11:19:57,10.2.60.32,23.195.81.145,TCP,54
2026-04-28 11:19:57,23.195.81.161,10.2.60.32,TCP,60
2026-04-28 11:19:57,23.195.81.161,10.2.60.32,TCP,357
2026-04-28 11:19:57,18.160.102.128,10.2.60.32,TCP,66
2026-04-28 11:19:57,10.2.60.32,18.160.102.128,TCP,54
2026-04-28 11:19:57,10.2.60.32,18.160.102.128,TCP,2037
2026-04-28 11:19:57,18.160.102.128,10.2.60.32,TCP,60
2026-04-28 11:19:57,150.171.28.12,10.2.60.32,TCP,66
2026-04-28 11:19:57,150.171.28.12,10.2.60.32,TCP,153
2026-04-28 11:19:57,10.2.60.32,150.171.28.12,TCP,653
2026-04-28 11:19:57,150.171.28.10,10.2.60.32,TCP,60
2026-04-28 11:19:57,13.107.213.38,10.2.60.32,TCP,66
